GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,AIANHHA,NAME,FYF001,FYF002,FYF003,FYF004,FYF005,FYF006,FYF007,FYF008,FYF009,FYF010,FYF011,FYF012,FYF013,FYF014
"G11000100077081004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","1","1004","9999","Block 1004",1,328,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100077081005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","1","1005","9999","Block 1005",0,195,1,0,0,0,0,0,0,0,0,0,0,0
"G11000100077081006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","1","1006","9999","Block 1006",0,62,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077081007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","1","1007","9999","Block 1007",0,108,1,1,0,0,1,0,0,0,0,0,0,0
"G11000100077081008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","1","1008","9999","Block 1008",0,96,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100077082000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2000","9999","Block 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2001","9999","Block 2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2002","9999","Block 2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2003","9999","Block 2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2004","9999","Block 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2005","9999","Block 2005",3,213,0,0,0,0,5,0,1,0,0,0,0,0
"G11000100077082006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2006","9999","Block 2006",0,170,0,0,0,0,0,0,2,0,0,0,0,0
"G11000100077082007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2007","9999","Block 2007",0,106,1,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2008","9999","Block 2008",6,117,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2009","9999","Block 2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2010","9999","Block 2010",0,122,1,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2011","9999","Block 2011",0,146,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100077082012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2012","9999","Block 2012",0,60,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2013","9999","Block 2013",0,54,0,0,0,0,3,0,1,0,0,0,0,0
"G11000100077082014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2014","9999","Block 2014",0,111,0,1,0,0,1,0,0,0,0,0,0,0
"G11000100077082015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2015","9999","Block 2015",2,79,0,0,0,0,4,0,0,0,0,0,0,0
"G11000100077082016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2016","9999","Block 2016",0,29,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2017","9999","Block 2017",0,31,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2018","9999","Block 2018",3,18,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077082019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2019","9999","Block 2019",0,36,0,0,0,1,0,0,0,0,0,0,0,0
"G11000100077082999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007708","2","2999","9999","Block 2999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4000","9999","Block 4000",0,63,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4001","9999","Block 4001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4002","9999","Block 4002",0,56,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4003","9999","Block 4003",3,65,0,0,0,0,2,0,0,0,0,0,0,0
"G11000100077094004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4004","9999","Block 4004",0,54,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100077094005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4005","9999","Block 4005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4006","9999","Block 4006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4007","9999","Block 4007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4008","9999","Block 4008",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4009","9999","Block 4009",0,53,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100077094010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4010","9999","Block 4010",0,92,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4011","9999","Block 4011",0,62,0,5,0,0,0,0,0,0,0,0,0,0
"G11000100077094012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4012","9999","Block 4012",3,101,1,0,0,0,1,0,3,0,0,0,0,0
"G11000100077094013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4013","9999","Block 4013",0,229,0,0,0,0,5,0,2,0,0,0,2,0
"G11000100077094014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4014","9999","Block 4014",1,160,0,0,0,0,0,0,1,0,1,0,2,0
"G11000100077094015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4015","9999","Block 4015",0,124,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4016","9999","Block 4016",0,37,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100077094017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4017","9999","Block 4017",4,26,2,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4018","9999","Block 4018",0,48,0,0,0,0,0,0,9,0,0,0,0,0
"G11000100077094019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4019","9999","Block 4019",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4020","9999","Block 4020",0,55,0,0,0,0,1,0,1,0,0,0,0,0
"G11000100077094021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4021","9999","Block 4021",0,40,0,3,0,0,0,0,0,0,0,0,0,0
"G11000100077094022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4022","9999","Block 4022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4023","9999","Block 4023",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077094999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","4","4999","9999","Block 4999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5000","9999","Block 5000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5001","9999","Block 5001",5,152,2,0,0,0,5,0,1,0,0,0,0,0
"G11000100077095002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5002","9999","Block 5002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5003","9999","Block 5003",0,18,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5004","9999","Block 5004",0,39,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100077095005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5005","9999","Block 5005",3,105,1,0,0,0,1,0,0,0,0,0,0,0
"G11000100077095006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5006","9999","Block 5006",1,99,0,0,0,0,1,0,0,0,0,0,1,5
"G11000100077095007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5007","9999","Block 5007",1,25,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5008","9999","Block 5008",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5009","9999","Block 5009",5,1,0,0,0,0,0,0,0,2,0,0,1,0
"G11000100077095010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5010","9999","Block 5010",0,81,0,0,0,1,3,0,0,0,0,0,0,1
"G11000100077095011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5011","9999","Block 5011",2,37,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5012","9999","Block 5012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100077095013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007709","5","5013","9999","Block 5013",1,37,0,0,0,0,1,0,1,0,0,0,0,0
"G11000100078031000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1000","9999","Block 1000",0,29,0,0,0,0,0,0,0,0,0,0,5,0
"G11000100078031001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1001","9999","Block 1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1002","9999","Block 1002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1003","9999","Block 1003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1004","9999","Block 1004",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1005","9999","Block 1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1006","9999","Block 1006",0,26,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1007","9999","Block 1007",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1008","9999","Block 1008",0,79,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100078031009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1009","9999","Block 1009",0,50,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1010","9999","Block 1010",0,75,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078031011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1011","9999","Block 1011",1,101,1,0,0,0,2,0,0,0,0,0,0,0
"G11000100078031012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1012","9999","Block 1012",2,114,0,0,0,0,1,0,7,0,0,0,2,0
"G11000100078031013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","1","1013","9999","Block 1013",8,190,0,0,0,0,2,0,0,0,0,0,0,0
"G11000100078032000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2000","9999","Block 2000",1,85,0,0,0,0,0,0,0,0,0,0,0,3
"G11000100078032001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2001","9999","Block 2001",0,64,0,0,0,0,1,0,2,0,0,0,0,0
"G11000100078032002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2002","9999","Block 2002",0,63,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078032003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2003","9999","Block 2003",8,119,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078032004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2004","9999","Block 2004",0,63,0,0,0,0,3,0,0,0,0,0,1,0
"G11000100078032005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2005","9999","Block 2005",1,107,0,0,0,0,0,0,3,0,0,0,0,0
"G11000100078032006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2006","9999","Block 2006",0,76,0,0,0,0,4,0,0,0,0,0,0,0
"G11000100078032007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","2","2007","9999","Block 2007",0,26,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3000","9999","Block 3000",0,162,0,0,0,0,7,0,0,0,0,0,0,0
"G11000100078033001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3001","9999","Block 3001",1,97,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3002","9999","Block 3002",0,32,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3003","9999","Block 3003",0,17,0,4,0,1,0,0,0,0,0,0,0,0
"G11000100078033004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3004","9999","Block 3004",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3005","9999","Block 3005",0,19,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3006","9999","Block 3006",0,75,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3007","9999","Block 3007",0,78,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3008","9999","Block 3008",0,36,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3009","9999","Block 3009",0,29,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3010","9999","Block 3010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078033011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","3","3011","9999","Block 3011",2,34,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078034000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4000","9999","Block 4000",0,139,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078034001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4001","9999","Block 4001",2,128,1,0,0,0,0,0,0,0,0,0,0,0
"G11000100078034002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4002","9999","Block 4002",0,187,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078034003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4003","9999","Block 4003",1,111,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100078034004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4004","9999","Block 4004",0,102,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078034005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4005","9999","Block 4005",0,73,0,0,0,0,0,0,2,0,0,0,0,0
"G11000100078034006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4006","9999","Block 4006",6,285,0,1,0,0,0,0,2,1,0,0,0,0
"G11000100078034007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007803","4","4007","9999","Block 4007",0,88,0,0,0,0,3,0,2,0,0,0,1,0
"G11000100078041000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1000","9999","Block 1000",2,283,0,0,0,0,0,0,3,0,0,0,0,0
"G11000100078041001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1001","9999","Block 1001",0,35,0,0,0,0,5,0,0,0,0,0,0,0
"G11000100078041002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1002","9999","Block 1002",0,41,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1003","9999","Block 1003",0,42,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1004","9999","Block 1004",0,53,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100078041005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1005","9999","Block 1005",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1006","9999","Block 1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1007","9999","Block 1007",0,203,0,0,0,0,2,0,0,0,0,0,3,0
"G11000100078041008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1008","9999","Block 1008",0,22,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1009","9999","Block 1009",0,76,0,1,0,0,3,0,1,0,0,0,0,0
"G11000100078041010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1010","9999","Block 1010",0,15,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1011","9999","Block 1011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1012","9999","Block 1012",1,25,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078041013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1013","9999","Block 1013",0,81,0,0,0,0,5,0,0,0,0,0,0,0
"G11000100078041014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1014","9999","Block 1014",0,60,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100078041015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","1","1015","9999","Block 1015",2,10,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2000","9999","Block 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2001","9999","Block 2001",0,156,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2002","9999","Block 2002",0,13,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2003","9999","Block 2003",1,113,0,0,0,0,0,0,0,0,0,0,1,0
"G11000100078042004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2004","9999","Block 2004",0,25,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2005","9999","Block 2005",0,31,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078042006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2006","9999","Block 2006",2,101,0,4,0,0,0,0,0,0,0,0,0,0
"G11000100078042007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2007","9999","Block 2007",7,311,4,0,0,0,6,0,0,0,0,0,0,4
"G11000100078042008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2008","9999","Block 2008",1,235,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100078042009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2009","9999","Block 2009",0,232,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100078042010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2010","9999","Block 2010",0,188,0,0,0,0,0,0,2,0,0,0,0,0
"G11000100078042011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","2","2011","9999","Block 2011",0,263,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3000","9999","Block 3000",0,61,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3001","9999","Block 3001",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3002","9999","Block 3002",0,12,0,0,0,0,1,0,1,0,0,0,0,0
"G11000100078043003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3003","9999","Block 3003",1,48,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3004","9999","Block 3004",1,73,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3005","9999","Block 3005",0,29,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100078043006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3006","9999","Block 3006",0,27,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3007","9999","Block 3007",0,60,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3008","9999","Block 3008",0,26,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3009","9999","Block 3009",0,5,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3010","9999","Block 3010",1,36,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3011","9999","Block 3011",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3012","9999","Block 3012",1,60,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3013","9999","Block 3013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3014","9999","Block 3014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3015","9999","Block 3015",0,12,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3016","9999","Block 3016",0,8,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3017","9999","Block 3017",0,41,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3018","9999","Block 3018",1,78,1,0,0,0,0,0,0,0,0,0,0,1
"G11000100078043019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3019","9999","Block 3019",0,66,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078043020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007804","3","3020","9999","Block 3020",0,36,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078061000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1000","9999","Block 1000",0,38,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078061001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1001","9999","Block 1001",0,60,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078061002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1002","9999","Block 1002",0,61,0,0,0,0,1,0,0,0,0,0,0,0
"G11000100078061003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1003","9999","Block 1003",0,93,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078061004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1004","9999","Block 1004",1,38,0,2,0,0,0,0,1,0,0,0,1,0
"G11000100078061005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1005","9999","Block 1005",1,253,0,1,0,0,2,0,1,0,0,0,0,0
"G11000100078061006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1006","9999","Block 1006",0,131,0,0,0,0,2,0,2,0,0,0,0,0
"G11000100078061007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1007","9999","Block 1007",0,32,0,0,0,0,0,0,0,0,0,0,0,3
"G11000100078061008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1008","9999","Block 1008",0,94,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100078061009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","007806","1","1009","9999","Block 1009",0,41,0,0,0,1,1,0,0,0,0,0,0,0
