GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,AIANHHA,NAME,FYF001,FYF002,FYF003,FYF004,FYF005,FYF006,FYF007,FYF008,FYF009,FYF010,FYF011,FYF012,FYF013,FYF014
"G11000100008015006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5006","9999","Block 5006",13,2,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008015007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5007","9999","Block 5007",168,5,0,18,0,4,11,25,1,0,0,0,2,0
"G11000100008015008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5008","9999","Block 5008",27,9,0,5,0,0,0,2,0,0,0,0,0,0
"G11000100008015009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5009","9999","Block 5009",31,0,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100008015010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5010","9999","Block 5010",38,0,0,7,0,0,0,4,0,0,0,0,0,0
"G11000100008015011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5011","9999","Block 5011",7,0,0,1,0,0,0,0,0,0,0,0,1,0
"G11000100008015012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5012","9999","Block 5012",27,0,0,4,0,0,2,2,0,0,0,0,0,0
"G11000100008015013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5013","9999","Block 5013",64,0,0,0,0,0,2,2,0,0,0,0,2,0
"G11000100008015014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5014","9999","Block 5014",67,0,0,2,0,0,0,0,0,0,0,0,0,0
"G11000100008015015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5015","9999","Block 5015",32,0,0,5,0,0,1,9,0,0,0,0,0,0
"G11000100008015016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5016","9999","Block 5016",58,8,0,3,0,0,0,8,0,0,0,0,0,0
"G11000100008015017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000801","5","5017","9999","Block 5017",12,1,0,3,0,2,0,0,0,0,0,0,0,0
"G11000100008022000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2000","9999","Block 2000",18,0,0,6,0,0,0,5,0,0,0,0,1,0
"G11000100008022001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2001","9999","Block 2001",25,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008022002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2002","9999","Block 2002",28,0,0,0,0,0,0,0,0,0,0,0,1,0
"G11000100008022003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2003","9999","Block 2003",22,3,0,0,0,0,0,0,1,0,0,0,0,0
"G11000100008022004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2004","9999","Block 2004",198,3,1,13,0,0,2,6,0,0,0,0,0,0
"G11000100008022005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2005","9999","Block 2005",103,0,0,1,0,1,3,4,0,0,0,0,0,0
"G11000100008022006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2006","9999","Block 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008022007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2007","9999","Block 2007",67,0,0,9,0,0,0,3,0,0,0,0,0,0
"G11000100008022008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2008","9999","Block 2008",107,1,0,9,0,0,2,3,0,0,0,0,0,0
"G11000100008022009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2009","9999","Block 2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008022010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2010","9999","Block 2010",78,1,0,7,0,1,0,6,0,0,0,0,0,0
"G11000100008022011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2011","9999","Block 2011",50,0,0,2,0,0,0,1,0,0,0,0,0,0
"G11000100008022012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2012","9999","Block 2012",135,0,0,4,0,0,2,7,1,0,0,0,0,0
"G11000100008022013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2013","9999","Block 2013",72,3,0,4,0,0,1,1,0,0,0,0,0,2
"G11000100008022014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","2","2014","9999","Block 2014",30,0,0,3,0,0,1,4,0,0,0,0,0,0
"G11000100008023000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3000","9999","Block 3000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008023001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3001","9999","Block 3001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008023002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3002","9999","Block 3002",20,1,0,1,0,0,0,1,0,0,0,0,0,0
"G11000100008023003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3003","9999","Block 3003",90,0,0,1,0,0,0,2,0,0,0,0,1,1
"G11000100008023004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3004","9999","Block 3004",52,0,0,0,0,0,0,5,0,0,0,0,0,0
"G11000100008023005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3005","9999","Block 3005",354,17,1,20,0,0,10,34,0,1,0,0,6,1
"G11000100008023006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3006","9999","Block 3006",46,2,0,5,0,0,0,2,0,0,0,0,0,0
"G11000100008023007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3007","9999","Block 3007",62,0,0,3,0,0,0,3,0,0,1,0,0,0
"G11000100008023008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3008","9999","Block 3008",77,0,0,5,0,1,0,3,0,0,0,0,0,0
"G11000100008023009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3009","9999","Block 3009",37,0,0,9,0,0,1,5,0,0,0,0,0,0
"G11000100008023010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3010","9999","Block 3010",25,0,0,4,0,0,0,0,0,0,0,0,0,0
"G11000100008023011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3011","9999","Block 3011",117,9,0,30,0,0,3,7,3,1,0,0,0,0
"G11000100008023012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3012","9999","Block 3012",55,2,0,2,0,5,4,2,0,0,0,0,0,0
"G11000100008023013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3013","9999","Block 3013",227,29,0,30,0,1,9,5,1,0,0,0,9,1
"G11000100008023014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3014","9999","Block 3014",209,16,1,28,0,1,5,18,0,0,0,0,4,0
"G11000100008023998","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3998","9999","Block 3998",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100008023999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000802","3","3999","9999","Block 3999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009011000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1000","9999","Block 1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009011001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1001","9999","Block 1001",40,0,0,0,0,0,1,0,2,0,0,0,2,1
"G11000100009011002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1002","9999","Block 1002",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009011003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1003","9999","Block 1003",31,0,0,2,0,0,2,0,0,1,0,0,0,0
"G11000100009011004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1004","9999","Block 1004",51,0,0,3,0,0,0,7,0,0,0,0,0,0
"G11000100009011005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1005","9999","Block 1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009011006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1006","9999","Block 1006",27,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009011007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1007","9999","Block 1007",18,0,0,2,0,0,0,0,0,0,0,0,0,0
"G11000100009011008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1008","9999","Block 1008",43,0,0,9,0,0,1,10,0,0,0,0,0,0
"G11000100009011009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1009","9999","Block 1009",48,0,0,1,0,0,0,1,0,0,0,0,0,0
"G11000100009011010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1010","9999","Block 1010",49,10,1,0,0,0,1,4,0,0,0,0,1,0
"G11000100009011011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1011","9999","Block 1011",42,0,0,7,0,2,5,0,0,0,0,0,0,0
"G11000100009011012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1012","9999","Block 1012",61,0,0,4,0,0,0,2,0,0,0,0,0,0
"G11000100009011013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1013","9999","Block 1013",49,0,0,2,0,0,0,3,0,0,0,0,0,0
"G11000100009011014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1014","9999","Block 1014",47,1,0,1,0,0,1,1,0,0,0,0,0,0
"G11000100009011015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1015","9999","Block 1015",24,2,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100009011016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","1","1016","9999","Block 1016",32,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009012000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2000","9999","Block 2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009012001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2001","9999","Block 2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009012002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2002","9999","Block 2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009012003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2003","9999","Block 2003",2426,286,9,167,6,295,30,88,14,0,1,0,75,8
"G11000100009012004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2004","9999","Block 2004",59,1,0,8,0,0,0,2,0,0,0,0,0,0
"G11000100009012005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2005","9999","Block 2005",53,0,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100009012006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2006","9999","Block 2006",50,0,0,7,0,0,7,0,0,0,0,0,0,0
"G11000100009012007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2007","9999","Block 2007",45,0,0,1,0,0,1,0,0,0,0,0,0,0
"G11000100009012008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2008","9999","Block 2008",20,0,0,1,0,1,1,0,0,0,0,0,0,0
"G11000100009012009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2009","9999","Block 2009",42,4,0,1,0,0,0,15,0,0,0,0,0,0
"G11000100009012010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","2","2010","9999","Block 2010",22,3,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100009016000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6000","9999","Block 6000",26,5,0,0,0,0,0,5,0,0,0,0,9,0
"G11000100009016001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6001","9999","Block 6001",62,0,0,5,0,0,2,7,0,0,0,0,0,1
"G11000100009016002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6002","9999","Block 6002",20,6,0,2,0,0,0,0,0,0,0,0,2,0
"G11000100009016003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6003","9999","Block 6003",33,8,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100009016004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6004","9999","Block 6004",71,0,0,1,0,0,5,5,0,0,0,0,0,0
"G11000100009016005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6005","9999","Block 6005",35,1,0,0,0,0,1,3,0,0,0,0,0,0
"G11000100009016006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6006","9999","Block 6006",78,4,0,0,0,4,2,7,0,0,0,0,0,0
"G11000100009016007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6007","9999","Block 6007",111,6,0,3,0,0,0,3,0,0,0,2,2,0
"G11000100009016008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6008","9999","Block 6008",17,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009016009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6009","9999","Block 6009",84,2,0,4,0,0,2,8,0,0,0,0,0,1
"G11000100009016010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6010","9999","Block 6010",10,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009016011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6011","9999","Block 6011",45,4,1,3,0,0,1,3,0,0,0,0,0,0
"G11000100009016012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6012","9999","Block 6012",131,2,0,7,0,0,2,3,1,0,0,0,0,0
"G11000100009016013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6013","9999","Block 6013",85,1,0,7,0,0,0,5,0,0,0,0,1,0
"G11000100009016014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6014","9999","Block 6014",31,0,0,3,0,0,0,5,0,0,0,0,0,0
"G11000100009016015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6015","9999","Block 6015",266,11,2,17,0,0,7,14,1,0,1,0,0,5
"G11000100009016016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","6","6016","9999","Block 6016",65,0,0,1,0,0,0,5,0,1,0,0,0,0
"G11000100009017000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7000","9999","Block 7000",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009017001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7001","9999","Block 7001",16,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009017002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7002","9999","Block 7002",115,3,0,18,0,1,0,10,0,0,0,0,0,0
"G11000100009017003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7003","9999","Block 7003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009017004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7004","9999","Block 7004",54,3,0,0,0,0,1,8,0,0,0,0,0,1
"G11000100009017005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7005","9999","Block 7005",21,0,0,2,1,0,5,0,0,0,0,0,0,0
"G11000100009017006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7006","9999","Block 7006",127,6,0,8,0,0,0,5,0,0,0,0,1,0
"G11000100009017007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7007","9999","Block 7007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009017008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7008","9999","Block 7008",57,0,0,0,0,0,5,0,0,0,0,0,0,1
"G11000100009017009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7009","9999","Block 7009",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009017010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7010","9999","Block 7010",42,1,0,1,0,1,0,0,0,0,0,0,0,0
"G11000100009017011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7011","9999","Block 7011",74,0,0,3,0,0,0,1,0,0,0,0,0,0
"G11000100009017012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7012","9999","Block 7012",108,4,0,0,0,0,0,5,0,0,0,0,0,0
"G11000100009017013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7013","9999","Block 7013",46,0,0,0,0,0,0,3,0,0,0,0,0,0
"G11000100009017014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7014","9999","Block 7014",34,0,0,1,0,0,0,4,0,0,0,0,0,0
"G11000100009017015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7015","9999","Block 7015",52,3,0,3,0,0,0,4,0,0,0,0,0,0
"G11000100009017016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7016","9999","Block 7016",161,8,0,9,0,2,14,11,1,0,0,0,0,0
"G11000100009017017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7017","9999","Block 7017",14,0,0,0,0,0,0,7,0,0,0,0,0,0
"G11000100009017018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7018","9999","Block 7018",31,0,0,0,0,0,0,2,0,0,0,0,0,0
"G11000100009017019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7019","9999","Block 7019",35,0,0,3,0,0,0,0,0,0,0,0,0,0
"G11000100009017020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7020","9999","Block 7020",60,3,0,3,0,0,1,0,0,0,0,0,0,0
"G11000100009017021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7021","9999","Block 7021",47,0,0,0,0,4,0,1,0,0,0,0,0,0
"G11000100009017022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7022","9999","Block 7022",111,0,0,3,0,0,0,2,0,0,0,0,1,0
"G11000100009017999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000901","7","7999","9999","Block 7999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009023000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3000","9999","Block 3000",304,16,0,12,0,0,16,6,0,0,0,0,0,0
"G11000100009023001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3001","9999","Block 3001",79,8,0,3,0,0,3,14,0,0,0,0,0,0
"G11000100009023002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3002","9999","Block 3002",58,1,0,0,0,0,3,0,0,0,0,0,0,0
"G11000100009023003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3003","9999","Block 3003",90,0,0,0,0,0,1,4,0,1,0,0,0,0
"G11000100009023004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3004","9999","Block 3004",37,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009023005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3005","9999","Block 3005",23,0,0,0,0,0,0,1,0,0,0,0,1,0
"G11000100009023006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","3","3006","9999","Block 3006",15,0,0,0,0,0,1,1,0,0,0,0,0,0
"G11000100009024000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4000","9999","Block 4000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4001","9999","Block 4001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4002","9999","Block 4002",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4003","9999","Block 4003",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4004","9999","Block 4004",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4005","9999","Block 4005",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4006","9999","Block 4006",47,0,0,0,0,0,0,1,0,0,0,0,0,0
"G11000100009024007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4007","9999","Block 4007",39,0,0,2,0,0,0,3,0,0,0,0,2,0
"G11000100009024008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4008","9999","Block 4008",85,2,0,0,0,0,0,1,0,0,0,0,2,1
"G11000100009024009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4009","9999","Block 4009",66,0,0,3,0,0,0,10,0,0,0,0,0,0
"G11000100009024010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4010","9999","Block 4010",37,0,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100009024011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4011","9999","Block 4011",41,0,1,0,0,0,1,0,0,0,0,0,0,0
"G11000100009024012","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4012","9999","Block 4012",39,1,0,1,0,0,0,4,0,0,0,0,0,0
"G11000100009024013","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4013","9999","Block 4013",51,10,0,1,0,0,3,3,0,0,0,0,1,0
"G11000100009024014","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4014","9999","Block 4014",38,0,0,5,0,0,0,3,0,0,0,0,0,0
"G11000100009024015","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4015","9999","Block 4015",42,3,0,10,0,0,0,1,0,0,0,0,0,1
"G11000100009024016","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4016","9999","Block 4016",63,1,0,0,0,0,0,0,0,0,0,0,1,0
"G11000100009024017","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4017","9999","Block 4017",24,2,0,2,0,0,0,1,0,0,0,0,0,0
"G11000100009024018","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4018","9999","Block 4018",58,5,0,0,0,0,1,4,0,0,0,0,0,0
"G11000100009024019","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4019","9999","Block 4019",31,5,0,1,0,0,2,0,0,0,0,0,0,0
"G11000100009024020","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4020","9999","Block 4020",26,2,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024021","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4021","9999","Block 4021",35,1,0,2,0,0,0,2,0,0,0,0,0,0
"G11000100009024022","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4022","9999","Block 4022",43,0,0,0,0,0,3,3,0,0,0,0,0,4
"G11000100009024023","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4023","9999","Block 4023",76,9,0,14,0,0,5,3,1,0,0,0,4,0
"G11000100009024024","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4024","9999","Block 4024",135,15,0,5,0,0,3,2,0,0,0,0,0,0
"G11000100009024025","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4025","9999","Block 4025",56,4,0,0,0,0,0,0,0,0,0,0,3,0
"G11000100009024026","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4026","9999","Block 4026",5,10,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024027","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4027","9999","Block 4027",41,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024998","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4998","9999","Block 4998",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100009024999","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","000902","4","4999","9999","Block 4999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010011000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1000","9999","Block 1000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010011001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1001","9999","Block 1001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010011002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1002","9999","Block 1002",43,1,0,6,0,0,11,3,0,0,0,0,0,5
"G11000100010011003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1003","9999","Block 1003",48,3,0,3,0,0,0,3,0,0,0,0,3,0
"G11000100010011004","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1004","9999","Block 1004",13,0,0,1,0,0,0,0,0,0,0,0,0,0
"G11000100010011005","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1005","9999","Block 1005",92,4,0,7,0,0,0,5,1,0,0,0,0,0
"G11000100010011006","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1006","9999","Block 1006",61,0,0,3,0,0,5,6,0,0,0,0,0,0
"G11000100010011007","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1007","9999","Block 1007",40,2,0,6,0,0,1,7,0,0,0,0,1,0
"G11000100010011008","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1008","9999","Block 1008",25,2,0,0,0,0,0,0,0,0,0,0,0,0
"G11000100010011009","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1009","9999","Block 1009",53,0,0,5,0,0,0,0,0,0,0,0,0,0
"G11000100010011010","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1010","9999","Block 1010",60,3,0,0,0,0,0,2,0,0,0,0,0,3
"G11000100010011011","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","1","1011","9999","Block 1011",61,1,0,4,0,0,1,0,0,0,1,0,0,3
"G11000100010012000","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2000","9999","Block 2000",41,2,0,2,0,0,0,0,0,0,0,0,0,0
"G11000100010012001","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2001","9999","Block 2001",40,4,0,1,0,0,0,1,0,0,0,0,0,0
"G11000100010012002","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2002","9999","Block 2002",56,0,0,1,0,0,0,6,0,0,0,0,0,0
"G11000100010012003","2000","District Of Columbia","11","District Of Columbia","001","50000","50000","001001","2","2003","9999","Block 2003",56,3,0,1,0,0,0,0,0,0,0,0,0,0
