GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G1100010000310513","1990","99","9999","9999","9999","9","513","5","000310","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 513",116,8,0,4,0,9,0,0,0,0
"G1100010000310514","1990","99","9999","9999","9999","9","514","5","000310","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 514",124,0,0,0,0,5,0,0,0,0
"G11000100004101","1990","99","9999","9999","9999","9","101","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",5,0,0,0,0,0,0,0,0,0
"G11000100004102","1990","99","9999","9999","9999","9","102","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",39,0,2,1,0,3,0,0,0,0
"G11000100004103","1990","99","9999","9999","9999","9","103","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",38,2,0,2,0,4,0,0,0,0
"G11000100004104","1990","99","9999","9999","9999","9","104","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",9,0,0,7,0,0,0,0,0,0
"G11000100004105","1990","99","9999","9999","9999","9","105","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",53,0,0,1,0,3,0,0,0,0
"G11000100004106","1990","99","9999","9999","9999","9","106","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",39,4,1,0,0,0,0,0,1,0
"G11000100004108","1990","99","9999","9999","9999","9","108","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",16,0,0,0,0,1,0,0,0,0
"G11000100004109","1990","99","9999","9999","9999","9","109","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",42,0,0,1,0,5,0,0,0,0
"G11000100004110","1990","99","9999","9999","9999","9","110","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",27,0,0,0,0,1,0,0,0,0
"G11000100004111","1990","99","9999","9999","9999","9","111","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111",37,3,1,2,0,0,0,0,0,0
"G11000100004112","1990","99","9999","9999","9999","9","112","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 112",42,0,0,0,0,3,0,0,0,0
"G11000100004115","1990","99","9999","9999","9999","9","115","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 115",53,1,0,5,0,5,0,0,0,0
"G11000100004116","1990","99","9999","9999","9999","9","116","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 116",20,1,0,0,0,2,0,0,0,0
"G11000100004117","1990","99","9999","9999","9999","9","117","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 117",24,0,0,0,0,1,0,0,0,0
"G11000100004118","1990","99","9999","9999","9999","9","118","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 118",56,0,0,5,0,1,0,0,1,0
"G11000100004120","1990","99","9999","9999","9999","9","120","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 120",16,0,0,0,0,0,0,0,0,0
"G11000100004121","1990","99","9999","9999","9999","9","121","1","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 121",36,1,1,3,0,0,0,0,0,0
"G11000100004201","1990","99","9999","9999","9999","9","201","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",17,0,0,0,1,0,0,0,0,0
"G11000100004202","1990","99","9999","9999","9999","9","202","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",10,4,0,4,0,1,0,0,0,0
"G11000100004203","1990","99","9999","9999","9999","9","203","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",2,0,0,5,0,0,0,0,0,0
"G11000100004204","1990","99","9999","9999","9999","9","204","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",10,0,0,3,0,21,0,0,0,0
"G11000100004205","1990","99","9999","9999","9999","9","205","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",5,10,0,2,0,5,0,0,0,0
"G11000100004206","1990","99","9999","9999","9999","9","206","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",24,6,0,3,0,6,0,0,0,0
"G11000100004207","1990","99","9999","9999","9999","9","207","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",21,0,0,0,0,3,0,0,0,0
"G11000100004209","1990","99","9999","9999","9999","9","209","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 209",8,0,0,1,0,0,0,0,0,0
"G11000100004210","1990","99","9999","9999","9999","9","210","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 210",24,6,0,6,0,0,0,0,0,0
"G11000100004211","1990","99","9999","9999","9999","9","211","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 211",35,0,0,0,0,0,0,0,0,0
"G11000100004212","1990","99","9999","9999","9999","9","212","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 212",81,0,0,4,0,6,0,0,0,1
"G11000100004213","1990","99","9999","9999","9999","9","213","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 213",15,1,0,3,0,2,0,0,0,0
"G11000100004214","1990","99","9999","9999","9999","9","214","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 214",24,1,0,0,0,0,0,0,0,0
"G11000100004215","1990","99","9999","9999","9999","9","215","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 215",111,4,0,4,0,3,0,0,0,0
"G11000100004216","1990","99","9999","9999","9999","9","216","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 216",36,0,0,3,0,12,0,0,0,3
"G11000100004217","1990","99","9999","9999","9999","9","217","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 217",1,0,0,1,0,0,0,0,0,0
"G11000100004218","1990","99","9999","9999","9999","9","218","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 218",1,0,0,0,0,7,0,0,0,0
"G11000100004219","1990","99","9999","9999","9999","9","219","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 219",86,4,0,12,0,12,0,0,0,0
"G11000100004221","1990","99","9999","9999","9999","9","221","2","0004","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 221",10,0,0,0,0,1,0,0,0,0
"G1100010000501101","1990","99","9999","9999","9999","9","101","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",20,4,0,0,0,0,0,0,0,0
"G1100010000501102","1990","99","9999","9999","9999","9","102","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",341,22,0,18,1,31,0,0,1,2
"G1100010000501103","1990","99","9999","9999","9999","9","103","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",383,29,1,16,4,22,0,0,0,17
"G1100010000501104","1990","99","9999","9999","9999","9","104","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",201,2,0,12,0,4,0,0,0,2
"G1100010000501105","1990","99","9999","9999","9999","9","105","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",81,2,0,7,0,4,0,0,0,6
"G1100010000501106","1990","99","9999","9999","9999","9","106","1","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",226,12,0,7,2,14,0,0,0,4
"G1100010000501203","1990","99","9999","9999","9999","9","203","2","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",2,5,0,0,0,0,0,0,0,6
"G1100010000501204","1990","99","9999","9999","9999","9","204","2","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 204",7,0,0,0,0,0,0,0,0,0
"G1100010000501302","1990","99","9999","9999","9999","9","302","3","000501","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",1071,67,0,47,1,57,3,1,0,9
"G1100010000502304","1990","99","9999","9999","9999","9","304","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",166,4,0,5,0,11,0,0,0,0
"G1100010000502309","1990","99","9999","9999","9999","9","309","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 309",22,1,0,0,0,1,0,0,0,1
"G1100010000502313","1990","99","9999","9999","9999","9","313","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 313",174,0,0,10,0,0,0,0,0,0
"G1100010000502314","1990","99","9999","9999","9999","9","314","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 314",254,5,0,13,0,21,6,0,0,8
"G1100010000502315","1990","99","9999","9999","9999","9","315","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 315",220,18,1,18,0,21,0,0,0,9
"G1100010000502316","1990","99","9999","9999","9999","9","316","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 316",257,22,2,10,2,75,6,0,1,39
"G1100010000502320","1990","99","9999","9999","9999","9","320","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 320",2,0,0,0,0,0,0,0,0,0
"G1100010000502321","1990","99","9999","9999","9999","9","321","3","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 321",119,0,0,2,0,6,0,0,0,1
"G1100010000502401","1990","99","9999","9999","9999","9","401","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",602,24,0,28,0,25,0,0,0,18
"G1100010000502402","1990","99","9999","9999","9999","9","402","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",219,8,0,8,0,6,0,0,0,0
"G1100010000502403","1990","99","9999","9999","9999","9","403","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",135,9,1,6,0,25,1,0,0,11
"G1100010000502404","1990","99","9999","9999","9999","9","404","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",62,6,0,0,0,1,0,0,0,1
"G1100010000502405","1990","99","9999","9999","9999","9","405","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",141,0,0,14,0,2,0,0,0,0
"G1100010000502406","1990","99","9999","9999","9999","9","406","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",46,0,0,2,0,0,0,0,0,1
"G1100010000502410","1990","99","9999","9999","9999","9","410","4","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 410",424,15,1,7,0,35,1,0,0,0
"G1100010000502501","1990","99","9999","9999","9999","9","501","5","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",83,0,0,1,0,0,0,1,0,0
"G1100010000502502","1990","99","9999","9999","9999","9","502","5","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",112,4,0,3,2,5,0,0,0,0
"G1100010000502503","1990","99","9999","9999","9999","9","503","5","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 503",15,0,0,1,0,0,0,0,0,0
"G1100010000502504","1990","99","9999","9999","9999","9","504","5","000502","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 504",75,4,0,1,0,1,0,0,0,0
